userID,itemID,rating
2977,0060981180,8.0
2977,0449221504,8.0
2977,0375708111,8.0
2977,0670855030,8.0
2977,0345460359,8.0
2977,0425187144,8.0
2977,044021145X,8.0
2977,0684856603,8.0
2977,0375725784,3.0
2977,0440183057,8.0
2977,0062505319,8.0
2977,0786868619,8.0
2977,0767902521,8.0
2977,042518045X,8.0
2977,0440234743,8.0
2977,0553569058,8.0
2977,0525945210,6.0
2977,0684841347,8.0
2977,0971880107,8.0
2977,0671250671,8.0
2977,0451153553,8.0
3363,0140293248,9.0
3363,0373250177,9.0
3363,0373250142,9.0
3363,0440224675,9.0
3363,0345409671,9.0
3363,0684849690,9.0
3363,0385333412,9.0
3363,0060928336,9.0
3363,0553213164,10.0
3363,0373250223,9.0
3363,0452274427,9.0
3363,0452266637,9.0
3363,0316284955,9.0
3363,0449223345,9.0
3363,0971880107,9.0
3363,0449911004,9.0
3363,0763616052,9.0
3363,0679454446,9.0
3363,0425155404,9.0
3363,0440222826,9.0
3363,0553377884,9.0
3363,0373250282,9.0
3363,0446678457,9.0
3363,0060502258,9.0
3363,0380814021,10.0
3363,081296683X,9.0
3363,014027927X,9.0
3363,038072152X,9.0
3363,0679764925,9.0
3363,0446675059,9.0
3363,1558744150,9.0
3363,0446602736,9.0
3363,1565122968,9.0
3363,0671027646,9.0
3363,042517736X,9.0
3363,1551668394,9.0
3363,1558746463,9.0
3363,0553256696,9.0
3363,0380726254,9.0
3363,0380754843,8.0
3363,0451203054,9.0
3363,0373250150,9.0
3363,0553277472,9.0
3363,0805063897,9.0
3363,0385420161,9.0
3363,0028604199,9.0
3363,0440206154,9.0
3363,0451408888,9.0
3363,0316096199,10.0
3363,038533656X,9.0
3363,0446353205,9.0
3363,0452281784,9.0
3363,0671015648,9.0
3363,0385729332,9.0
3363,0312288115,9.0
3363,0373250207,10.0
3363,0380820293,9.0
3363,037570504X,9.0
3363,0743418174,9.0
3363,0380701340,9.0
3363,0449005615,9.0
3363,0399145079,9.0
3363,0375705856,9.0
3363,0684862719,9.0
3363,0943233437,9.0
3363,0767913000,9.0
3363,0375706429,8.0
3363,0375726403,9.0
3363,0451207246,9.0
3363,0452283930,9.0
3363,0140440224,9.0
3363,0064407055,9.0
3363,0486264645,9.0
3363,0345417623,9.0
3363,1551669307,9.0
3363,0609807900,9.0
3363,0373250258,9.0
3363,0385722435,10.0
3363,0451409256,10.0
3363,0743464672,9.0
3363,0141001771,9.0
3363,1573229385,9.0
3363,0312961324,9.0
3363,0345348036,9.0
3363,0345422384,9.0
3363,0842329218,9.0
3363,0312171838,10.0
3363,0446394521,9.0
3363,0060096195,9.0
3363,0312144075,9.0
3363,0786866586,9.0
3363,1558747109,9.0
3363,0345422392,9.0
3363,0671027344,9.0
3363,155166576X,9.0
3363,0064405176,10.0
3363,0446605581,9.0
3363,0060973323,9.0
3363,038542471X,9.0
3363,0380709562,9.0
3363,0425113884,9.0
3363,0446606812,9.0
3363,0070212570,9.0
3363,0786881852,9.0
3363,0312278586,9.0
3363,0553800973,9.0
3363,0425167720,9.0
3363,0345337662,9.0
3363,0553213156,9.0
3363,0345404114,9.0
3363,0380973545,10.0
3363,0373483880,9.0
3363,1558744630,9.0
3363,044652087X,10.0
3363,080410526X,9.0
3363,1558747028,9.0
3363,0786885688,9.0
3363,0452268060,9.0
3363,0345380371,9.0
3363,067187098X,9.0
3363,0380796090,9.0
3363,0452283027,9.0
3363,0345445848,9.0
3363,0553293761,9.0
3363,0375713751,9.0
3363,0671741209,9.0
3363,0452282128,9.0
3363,0140282033,9.0
3363,0440509238,9.0
3363,0385323638,9.0
3363,0767907817,9.0
3363,0517122707,9.0
3363,055323370X,10.0
3363,0060987103,9.0
3363,0380817683,9.0
3363,0449005569,9.0
3363,0345435796,9.0
3363,0425169863,9.0
3363,0446520802,9.0
3363,0786883375,9.0
3363,0385335679,9.0
3363,0316569321,9.0
3363,1558745017,9.0
3363,0440236673,9.0
3363,0345450892,9.0
3363,0375760628,9.0
3363,0385421982,9.0
3363,0345314255,9.0
3363,0679426159,9.0
3363,0425158616,9.0
3363,0385335407,9.0
3363,1558743316,9.0
3363,0440234743,9.0
3363,0373250185,9.0
3363,0452282934,9.0
3363,0060175400,9.0
3363,0060562080,9.0
3363,0060090367,9.0
3363,051513287X,9.0
3363,0670880728,9.0
3363,0425147363,9.0
3363,0064410129,9.0
3363,0316666343,9.0
3363,0515127485,9.0
3363,002542730X,9.0
3363,038072880X,9.0
3363,0553272586,9.0
3363,0446608653,9.0
3363,1551668998,9.0
3363,0446605336,9.0
3363,0312147015,9.0
3363,0684834731,9.0
3363,0380796104,9.0
3363,037582233X,9.0
3363,0446607274,9.0
3363,0373250118,7.0
3363,0446679364,9.0
3363,0553211404,9.0
3371,067976402X,8.0
3371,0743483014,8.0
3371,0070212570,10.0
3371,0440213029,8.0
3371,0440209412,8.0
3371,0425175405,8.0
3371,0449221504,8.0
3371,0060928336,8.0
3371,0446607193,8.0
3371,0373483503,8.0
3371,0440235596,8.0
3371,0671002481,8.0
3371,0312274920,8.0
3371,0802135196,7.0
3371,0440226430,9.0
3371,0425163407,8.0
3371,0671528203,7.0
3371,0373484410,5.0
3371,0440223237,8.0
3371,0767905385,8.0
3371,0446359866,8.0
3371,0553260111,8.0
3371,0373242328,8.0
3371,0671568175,8.0
3371,0671644475,8.0
3371,0684865742,8.0
3371,0553576011,8.0
3371,0373079613,7.0
3371,0373270976,8.0
3371,0671027581,8.0
3371,0440200989,8.0
3371,0743439740,10.0
3371,0373243286,8.0
3371,0451160916,8.0
3371,0553272837,8.0
3371,1558747109,8.0
3371,031231616X,8.0
3371,0515134368,8.0
3371,0380775840,5.0
3371,0553263226,8.0
3371,0373484003,7.0
3371,0394800133,10.0
4017,0380730138,9.0
4017,0060175966,9.0
4017,0446310786,10.0
4017,0345423291,9.0
4017,0375706062,9.0
4017,0671038184,10.0
4017,0375412557,10.0
4017,038072975X,8.0
4017,0380723085,9.0
4017,0446516538,7.0
4017,0375707972,10.0
4017,0140042598,10.0
4017,0395859972,9.0
4017,0060930187,10.0
4017,0452282829,10.0
4017,1565122968,10.0
4017,0743411331,9.0
4017,0140244824,10.0
4017,0375502238,9.0
4017,0394561619,9.0
4017,0385502532,9.0
4017,1573225789,9.0
4017,0452280621,10.0
4017,006000438X,10.0
4017,0786866276,9.0
4017,1558746161,10.0
4017,0060256672,9.0
4017,0316899984,5.0
4017,0399146431,9.0
4017,0679774025,8.0
4017,0449002985,8.0
4017,0385318782,8.0
4017,0316284955,9.0
4017,014028009X,9.0
4017,0743439740,10.0
4017,0385319207,10.0
4017,0385265700,9.0
4017,0786866586,9.0
4017,0156007754,9.0
4017,0452264790,5.0
4017,0156027321,9.0
4017,0786868716,9.0
4017,0316789844,10.0
4017,0786881852,9.0
4017,0060964049,9.0
4017,0156907399,9.0
4017,0345433491,9.0
4017,015600710X,10.0
4017,0060929871,9.0
4017,0140070206,10.0
4017,037570504X,10.0
4017,0375500510,10.0
4017,0670892963,8.0
4017,006093090X,10.0
4017,068484267X,10.0
4017,068480087X,10.0
4017,0802139256,9.0
4017,0375411550,10.0
4017,0452283205,9.0
4017,0452260116,9.0
4017,0375406530,10.0
4017,034543739X,9.0
4017,059035342X,9.0
4017,0743407083,9.0
4017,0345443284,10.0
4017,0399142789,10.0
4017,0385486804,10.0
4017,0375705856,9.0
4017,0316666343,10.0
4017,0380005239,10.0
4017,0142001740,9.0
4017,0375506039,9.0
4017,0380820145,9.0
4017,068484477X,5.0
5582,1558744150,5.0
5582,0679433015,6.0
5582,0380820293,8.0
5582,0679720200,10.0
5582,0425152251,10.0
5582,0553212451,9.0
5582,0385484011,10.0
5582,0375401598,7.0
5582,087542791X,8.0
5582,0679781587,9.0
5582,0425178579,10.0
5582,0679454470,7.0
5582,0312979886,9.0
5582,014028009X,10.0
5582,0451191137,10.0
5582,0894803204,10.0
5582,067973225X,10.0
5582,0345301110,7.0
5582,0671742493,9.0
5582,0425181464,10.0
5582,044651652X,7.0
5582,0441005748,10.0
5582,0375727345,9.0
5582,1551668653,8.0
5582,0679785892,9.0
5582,0451191145,10.0
5582,0441007813,10.0
5582,0874776945,9.0
5582,0515093556,7.0
5582,0060987324,8.0
5582,0345423402,10.0
5582,0451191153,10.0
5582,0425173631,10.0
5582,0679454489,8.0
5582,0345409671,10.0
5582,0440108268,8.0
5582,0786808012,10.0
5582,0312980159,9.0
5582,0515131091,10.0
5582,0345409876,8.0
5609,0425155722,10.0
5609,0312195516,10.0
5609,0671041789,10.0
5609,0451170113,10.0
5609,0618002219,10.0
5609,0440236665,10.0
5609,0345351525,10.0
5609,0345313860,10.0
5609,0553284789,10.0
5609,0345380371,10.0
5609,0345347951,10.0
5609,0671042858,10.0
5609,044021145X,10.0
5609,0345337662,10.0
5609,0345391802,10.0
5609,0385479565,10.0
5609,0385508042,10.0
5609,0345391829,10.0
5609,0446609404,10.0
5609,0553573136,10.0
5609,081257639X,10.0
5609,0452282195,10.0
5609,0451191013,10.0
5609,0451188454,10.0
5609,0446602612,10.0
5609,0374172897,7.0
5609,0553273299,10.0
5609,0425189031,10.0
5609,0449215024,10.0
5609,0553279556,10.0
5609,0385511612,10.0
5609,0812551478,10.0
5609,0345420438,10.0
5903,0767915062,8.0
5903,0316777722,7.0
5903,0316769495,8.0
5903,0743418174,8.0
5903,080410753X,8.0
5903,0449221490,8.0
5903,0743437640,8.0
5903,0684831546,8.0
5903,0449221482,8.0
5903,038550926X,8.0
5903,0060987324,8.0
5903,0142004030,8.0
5903,0385503857,9.0
5903,0446605239,8.0
5903,0767902521,8.0
5903,0060740450,8.0
5903,0425167313,8.0
5903,0316096199,8.0
5903,0380814021,8.0
5903,006098824X,8.0
5903,0449911594,8.0
5903,0451203771,8.0
5903,0345443284,8.0
5903,0860681297,8.0
5903,0449223612,8.0
5903,0451209907,8.0
5903,0330262130,8.0
5903,0449221504,8.0
5903,0345435168,8.0
5903,0060921145,8.0
5903,0316666343,8.0
5903,0767905180,8.0
5903,0316569321,8.0
5903,0312966970,8.0
5903,015602943X,8.0
5903,0767903862,8.0
5903,0804111359,8.0
5903,0062502182,8.0
5903,0345445856,8.0
5903,0060930535,8.0
5903,0385729340,8.0
5903,0060085444,8.0
5903,0671014196,8.0
5903,0385425473,8.0
5903,0385498802,8.0
5903,0743225082,8.0
5903,0385720955,8.0
5903,0345423097,8.0
5903,076790382X,9.0
5903,0786885688,8.0
5903,0312971346,8.0
5903,0316089699,8.0
5903,0061009059,8.0
5903,0425175405,8.0
5903,0142001740,8.0
5903,006109868X,8.0
5903,0446611212,8.0
5903,0767915593,8.0
5903,0385512104,8.0
5903,0385730586,8.0
6242,068484477X,8.0
6242,0446678457,5.0
6242,0394281802,3.0
6242,0749397357,7.0
6242,0312291639,5.0
6242,0375705856,5.0
6242,0871136791,8.0
6242,0140244824,6.0
6242,0312195516,7.0
6242,0140293248,5.0
6242,0676973655,6.0
6242,0375707972,8.0
6242,0060975547,5.0
6242,0452264464,5.0
6242,0679751521,5.0
6242,0142001430,7.0
6242,0684800713,6.0
6242,0312099436,5.0
6242,0060935464,7.0
6242,0676973094,5.0
6242,0679724362,6.0
6242,009975181X,5.0
6242,1573228214,6.0
6242,0385494785,7.0
6242,068480087X,6.0
6242,0375706062,7.0
6242,0446670251,5.0
6242,0385475772,7.0
6242,0749397543,3.0
6242,0060987561,6.0
6242,0375706410,8.0
6242,0771060548,8.0
6242,0394281829,7.0
6242,0679746048,5.0
6242,0312150601,5.0
6242,0771055706,7.0
6242,0375705198,6.0
6242,0394223802,8.0
6242,0312144075,5.0
6242,0060987103,7.0
6242,0099394316,7.0
6242,0385720467,7.0
6242,0060958022,6.0
6242,1573225789,7.0
6242,038542017X,7.0
6242,0345418018,6.0
6242,0312282990,6.0
6242,006000438X,6.0
6242,0679745653,5.0
6251,067150987X,10.0
6251,055328942X,9.0
6251,0553377884,9.0
6251,0743224574,9.0
6251,0786869216,10.0
6251,0439139597,10.0
6251,0156007479,9.0
6251,039480001X,10.0
6251,1573229628,9.0
6251,0375727345,6.0
6251,0440235162,9.0
6251,0553560468,5.0
6251,0385479565,9.0
6251,0804106304,9.0
6251,0517149257,10.0
6251,0440218535,9.0
6251,0671660632,10.0
6251,0679412956,9.0
6251,0440498058,10.0
6251,0786868015,9.0
6251,0373250185,9.0
6251,0451821971,9.0
6251,0679751319,9.0
6251,0440225299,9.0
6251,0156907399,9.0
6251,067976397X,9.0
6251,0064472264,9.0
6251,0553580930,9.0
6251,0441005489,9.0
6251,0439064872,9.0
6251,0345337662,9.0
6251,0449908798,9.0
6251,0553572350,9.0
6251,0385420161,9.0
6251,0380731851,9.0
6251,0425182908,9.0
6251,059030271X,9.0
6251,0679454446,8.0
6251,0441003257,10.0
6251,0786866276,9.0
6251,0679731148,7.0
6251,080410753X,9.0
6251,0345409876,9.0
6251,0670030643,9.0
6251,0517556278,9.0
6251,0061096105,9.0
6251,0345338588,9.0
6251,0786868716,9.0
6251,1551668459,9.0
6251,0064407675,9.0
6251,1573229571,9.0
6251,0060973897,9.0
6251,0142000221,9.0
6251,0140293248,9.0
6251,1400032717,10.0
6251,0316569321,8.0
6251,0373250290,9.0
6251,0064400018,9.0
6251,0440224764,9.0
6251,0312150601,9.0
6251,0553274325,10.0
6251,0061097667,9.0
6251,0060008776,9.0
6251,0553280589,9.0
6251,0375725849,9.0
6251,0553560247,7.0
6251,0374270325,9.0
6251,0449702545,9.0
6251,0440226198,9.0
6251,0345338545,9.0
6251,0439136350,10.0
6251,0452266637,9.0
6251,0671894455,9.0
6251,0380725231,9.0
6251,0670031208,9.0
6251,0812550706,9.0
6251,0525947647,9.0
6251,006101351X,9.0
6251,0375413634,9.0
6251,038550120X,9.0
6251,0553277472,9.0
6251,0425097722,9.0
6251,0060188731,9.0
6251,0385722435,9.0
6251,0553574663,9.0
6251,0786885688,8.0
6251,0440206154,7.0
6251,044021145X,9.0
6251,043935806X,9.0
6251,0375760628,9.0
6251,0399137734,9.0
6251,0375725784,4.0
6251,0812550757,9.0
6251,0671021001,9.0
6251,0312305060,9.0
6251,0060987103,9.0
6251,0446604658,9.0
6251,0836220986,10.0
6251,0345427637,9.0
6251,0553260111,9.0
6251,0316284955,9.0
6251,0553572997,9.0
6251,0804114986,9.0
6251,059035342X,9.0
6251,1573221937,9.0
6251,0345351525,9.0
6251,0345387651,9.0
6251,067976402X,8.0
6251,0312966091,9.0
6251,0452281679,9.0
6251,0688149790,7.0
6251,0679721886,9.0
6251,0894805770,9.0
6251,140003180X,9.0
6251,0380813815,10.0
6251,0679454489,9.0
6251,044990928X,9.0
6251,0670825379,9.0
6251,0060932759,9.0
6251,0553578308,9.0
6251,067088300X,9.0
6251,0140244824,9.0
6251,0679744398,9.0
6251,0670880728,9.0
6251,0786885416,9.0
6251,0385475721,9.0
6251,0140345353,9.0
6251,0807083054,9.0
6251,0446600253,9.0
6251,1400034779,9.0
6251,0836220730,10.0
6251,0446604666,9.0
6251,0064408663,9.0
6251,0446672211,9.0
6251,081297106X,9.0
6251,0380789035,7.0
6251,0345370775,9.0
6251,0679457313,9.0
6251,0312954468,9.0
6251,0380800780,9.0
6251,0439139600,9.0
6251,0312950586,10.0
6251,0345392825,8.0
6251,0452283868,9.0
6251,0553272535,9.0
6251,080410526X,9.0
6251,0451173392,9.0
6251,0609608444,9.0
6251,0312980140,7.0
6251,014017737X,9.0
6251,0451196856,9.0
6251,0590406205,10.0
6251,0449702766,10.0
6251,0375504613,7.0
6251,0553574639,9.0
6251,0553282476,9.0
6251,0446532231,10.0
6251,0440487617,10.0
6251,0060083948,9.0
6251,015602943X,10.0
6251,0060964049,9.0
6251,0786868619,9.0
6251,042519485X,8.0
6251,0312283709,9.0
6251,0380807343,8.0
6251,080411109X,9.0
6251,0156028778,9.0
6251,0380730138,9.0
6251,0446519804,9.0
6251,0553574086,9.0
6251,0804105820,9.0
6251,0060392452,10.0
6251,0884046818,9.0
6251,0440241162,9.0
6251,0449221504,9.0
6251,0440224675,6.0
6251,0688156142,9.0
6251,044020562X,9.0
6251,0440998050,10.0
6251,0451184963,9.0
6251,0971880107,9.0
6251,0446610399,9.0
6251,0679444815,9.0
6251,0449212602,9.0
6251,0671001795,9.0
6251,0553277243,9.0
6251,0743466527,9.0
6251,0064471837,9.0
6251,0553586122,9.0
6251,034538475X,9.0
6251,0449221490,9.0
6251,0451203895,9.0
6251,034540288X,9.0
6251,0060915544,9.0
6251,0140265686,9.0
6251,0743225325,9.0
6251,0671510053,9.0
6251,0375501371,9.0
6251,0345377702,9.0
6251,0451182960,9.0
